PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PER,TS_PCT,USG_PCT,WS,OWS,DWS,BPM,OBPM,DBPM,VORP,OFF_RATING,DEF_RATING,NET_RATING
Jaylen Brown,BOS,70,33.5,23.0,5.5,3.6,1.2,0.5,2.4,0.499,0.354,0.703,12.837313432835822,0.58,0.283,20.4015,140.9345,-120.53300000000002,0.43499999999999994,1.0099999999999998,0.41999999999999993,5.710075000000001,120.2,111.6,8.7
Anthony Edwards,MIN,79,35.1,25.9,5.4,5.1,1.3,0.5,3.1,0.461,0.357,0.836,13.653846153846152,0.575,0.314,20.24217,160.55091000000002,-140.30874,0.365,0.79,0.5750000000000002,6.557908500000002,115.8,108.5,7.3
Aaron Gordon,DEN,73,31.5,13.9,6.5,3.5,0.8,0.6,1.4,0.556,0.29,0.658,9.952380952380954,0.607,0.174,20.00565,137.74005,-117.7344,0.43499999999999994,0.9900000000000002,0.4450000000000003,5.5992825,119.8,111.1,8.7
Al Horford,BOS,65,26.8,8.6,6.4,2.6,0.6,1.0,0.7,0.511,0.419,0.867,8.843283582089553,0.65,0.119,19.858800000000002,105.30390000000001,-85.44510000000001,0.5700000000000001,1.045,0.5250000000000004,4.476940000000001,120.9,109.5,11.4
Jalen Williams,OKC,71,31.3,19.1,4.0,4.5,1.1,0.6,1.7,0.54,0.427,0.814,12.004792332268373,0.621,0.232,19.556240000000006,130.78235500000002,-111.22611500000002,0.44000000000000006,0.8849999999999998,0.5549999999999997,5.4224120000000005,117.7,108.9,8.8
Kawhi Leonard,LAC,68,34.3,23.7,6.1,3.6,1.6,0.9,1.8,0.525,0.417,0.885,13.639941690962099,0.626,0.261,19.125679999999996,139.12766,-120.00198,0.41,0.9649999999999999,0.4450000000000003,5.621084,119.3,111.1,8.2
Jusuf Nurkić,PHX,76,27.3,10.9,11.0,4.0,1.1,1.1,2.3,0.51,0.244,0.64,11.703296703296704,0.559,0.187,19.08816,125.0067,-105.91854,0.45999999999999996,1.0250000000000004,0.4350000000000005,5.104007999999999,120.5,111.3,9.2
Isaiah Hartenstein,NYK,75,25.3,7.8,8.3,2.5,1.2,1.1,1.2,0.644,0.333,0.707,9.758893280632412,0.67,0.116,18.975,114.134625,-95.159625,0.5,1.0149999999999997,0.4850000000000003,4.74375,120.3,110.3,10.0
Kristaps Porziņģis,BOS,57,29.6,20.1,7.2,2.0,0.7,1.9,1.6,0.516,0.375,0.858,13.956081081081077,0.647,0.247,18.896639999999998,101.90688,-83.01024000000001,0.5599999999999999,1.04,0.5200000000000005,4.319232000000001,120.8,109.6,11.2
OG Anunoby,NYK,50,34.0,14.7,4.2,2.1,1.4,0.7,1.6,0.489,0.382,0.753,8.651470588235293,0.595,0.173,18.53,100.47,-81.94,0.545,0.9100000000000001,0.6399999999999997,4.3265,118.2,107.2,10.9
Josh Hart,NYK,81,33.4,9.4,8.3,4.1,0.9,0.3,1.5,0.434,0.31,0.791,7.9850299401197615,0.522,0.133,17.855639999999998,158.53644,-140.6808,0.32999999999999996,0.8600000000000003,0.47000000000000064,6.3035820000000005,117.2,110.6,6.6
Damian Lillard,MIL,73,35.3,24.3,4.4,7.0,1.0,0.2,2.6,0.424,0.354,0.92,13.121813031161476,0.59,0.274,17.78061,153.84093,-136.06032,0.34500000000000003,0.9700000000000006,0.3799999999999999,6.042830499999999,119.4,112.4,6.9
Luguentz Dort,OKC,79,28.4,10.9,3.6,1.4,0.9,0.6,0.9,0.438,0.394,0.826,7.922535211267607,0.593,0.152,17.500079999999997,134.50382000000002,-117.00374000000002,0.39,0.9950000000000001,0.39500000000000046,5.362204,119.9,112.1,7.8
Giannis Antetokounmpo,MIL,73,35.2,30.4,11.5,6.5,1.2,1.1,3.4,0.611,0.274,0.657,17.855113636363633,0.649,0.32,16.95936,153.91904,-136.95968,0.32999999999999996,0.9900000000000002,0.33999999999999986,5.9871680000000005,119.8,113.2,6.6
Josh Giddey,OKC,80,25.1,12.3,6.4,4.8,0.7,0.6,2.1,0.475,0.337,0.806,11.557768924302788,0.547,0.223,16.4656,120.07839999999999,-103.6128,0.41,0.9799999999999995,0.4249999999999998,4.8392800000000005,119.6,111.5,8.2
Jamal Murray,DEN,59,31.5,21.2,4.1,6.5,1.0,0.7,2.1,0.481,0.425,0.853,13.438095238095237,0.586,0.273,15.239699999999997,112.160475,-96.920775,0.41,1.0350000000000001,0.3799999999999999,4.478985000000001,120.7,112.4,8.2
Luka Dončić,DAL,70,37.5,33.9,9.2,9.8,1.4,0.5,4.0,0.487,0.382,0.786,18.04,0.617,0.355,15.225,156.975,-141.75,0.29,0.9799999999999995,0.3100000000000005,6.01125,119.6,113.8,5.8
Karl-Anthony Towns,MIN,62,32.7,21.8,8.3,3.0,0.7,0.7,2.9,0.504,0.416,0.873,12.940366972477063,0.625,0.268,14.597280000000003,117.89331000000001,-103.29603000000002,0.36,0.8149999999999995,0.5449999999999999,4.784663999999999,116.3,109.1,7.2
Nickeil Alexander-Walker,MIN,82,23.4,8.0,2.0,2.5,0.8,0.5,0.9,0.439,0.391,0.8,7.403846153846155,0.578,0.143,14.582879999999998,108.50813999999998,-93.92525999999998,0.38,0.6549999999999994,0.7249999999999996,4.566744,113.1,105.5,7.6
Devin Booker,PHX,68,36.0,27.1,4.5,6.9,0.9,0.4,2.6,0.492,0.364,0.886,14.074999999999998,0.611,0.289,14.1984,146.0232,-131.8248,0.29,0.9649999999999999,0.3250000000000002,5.60592,119.3,113.5,5.8
Donovan Mitchell,CLE,55,35.3,26.6,5.1,6.1,1.8,0.5,2.8,0.462,0.368,0.865,14.422096317280454,0.595,0.301,14.17295,112.50992500000001,-98.33697500000001,0.365,0.7949999999999999,0.5700000000000003,4.5916475,115.9,108.6,7.3
Kyrie Irving,DAL,58,35.0,25.6,5.0,5.2,1.3,0.5,1.8,0.497,0.411,0.905,14.031428571428572,0.608,0.274,14.007,121.394,-107.387,0.34500000000000003,0.9799999999999995,0.3700000000000001,4.760350000000001,119.6,112.6,6.9
James Harden,LAC,72,34.3,16.6,5.1,8.5,1.1,0.8,2.6,0.428,0.381,0.878,11.116618075801751,0.612,0.202,13.829759999999998,149.28732,-135.45756,0.27999999999999997,1.045,0.2400000000000002,5.630687999999999,120.9,115.2,5.6
Tyrese Haliburton,IND,69,32.2,20.1,3.9,10.9,1.2,0.7,2.3,0.477,0.364,0.855,14.00310559006211,0.605,0.239,13.775160000000001,135.97416000000004,-122.19900000000004,0.31,1.12,0.1899999999999995,5.132358,122.4,116.2,6.2
Tyrese Maxey,PHI,70,37.5,25.9,3.7,6.2,1.0,0.5,1.7,0.45,0.373,0.868,13.051999999999998,0.573,0.273,13.65,155.26875,-141.61875,0.26,0.915,0.33999999999999986,5.932499999999999,118.3,113.2,5.2
Malik Beasley,MIL,79,29.6,11.3,3.7,1.4,0.7,0.1,0.7,0.443,0.413,0.714,7.586148648648649,0.603,0.142,13.56272,138.31636,-124.75364,0.29,0.915,0.3700000000000001,5.354936,118.3,112.6,5.8
Joel Embiid,PHI,39,33.6,34.7,11.0,5.6,1.2,1.7,3.8,0.529,0.388,0.883,20.276785714285722,0.644,0.387,13.49712,78.49296000000001,-64.99584000000002,0.515,0.9900000000000002,0.5250000000000004,3.2956560000000006,119.8,109.5,10.3
Kevin Durant,PHX,75,37.2,27.1,6.6,5.0,0.9,1.2,3.3,0.523,0.413,0.856,13.717741935483872,0.626,0.283,13.392,164.7495,-151.35750000000002,0.24,0.9049999999999994,0.33499999999999996,6.249600000000001,118.1,113.3,4.8
Isaiah Joe,OKC,78,18.5,8.2,2.3,1.3,0.6,0.3,0.6,0.458,0.416,0.865,8.935135135135136,0.626,0.157,13.1313,84.12689999999999,-70.9956,0.45499999999999996,0.8300000000000001,0.625,3.5425650000000006,116.6,107.5,9.1
Grayson Allen,PHX,75,33.5,13.5,3.9,3.0,0.9,0.6,1.3,0.499,0.461,0.878,8.297014925373134,0.679,0.143,12.81375,149.49375,-136.68,0.255,0.9500000000000002,0.3049999999999997,5.665687499999999,119.0,113.9,5.1
Herbert Jones,NOP,76,30.5,11.0,3.6,2.6,1.4,0.8,1.2,0.498,0.418,0.867,8.036065573770491,0.636,0.141,12.749,134.9076,-122.1586,0.275,0.8200000000000003,0.4500000000000002,5.2734499999999995,116.4,111.0,5.5
Max Strus,CLE,70,32.0,12.2,4.8,4.0,0.9,0.4,1.6,0.418,0.351,0.794,8.465624999999998,0.553,0.167,12.544,129.136,-116.592,0.27999999999999997,0.7649999999999997,0.5149999999999997,5.1072,115.3,109.7,5.6
Brook Lopez,MIL,79,30.5,12.5,5.2,1.6,0.5,2.4,1.0,0.485,0.366,0.821,9.422950819672131,0.608,0.156,12.529399999999999,141.07622499999997,-128.54682499999996,0.26,0.8549999999999995,0.40499999999999936,5.445469999999999,117.1,111.9,5.2
Mike Conley,MIN,76,28.9,11.4,2.9,5.9,1.2,0.2,1.3,0.457,0.442,0.911,9.166089965397923,0.627,0.157,12.51948,124.86534,-112.34586,0.28500000000000003,0.6850000000000005,0.5999999999999996,5.0187740000000005,113.7,108.0,5.7
Jose Alvarado,NOP,56,18.4,7.1,2.3,2.1,1.1,0.3,0.7,0.412,0.377,0.673,8.869565217391306,0.54,0.168,12.364799999999999,60.432959999999994,-48.06815999999999,0.6,0.8650000000000002,0.7400000000000002,2.67904,117.3,105.2,12.0
Luke Kornet,BOS,63,15.6,5.3,4.1,1.1,0.4,1.0,0.3,0.7,1.0,0.907,9.653846153846153,0.736,0.107,11.891879999999999,59.85252,-47.96064,0.605,1.0899999999999999,0.5149999999999997,2.560194,121.8,109.7,12.1
Trey Murphy III,NOP,57,29.7,14.8,4.9,2.2,0.9,0.5,0.6,0.443,0.38,0.815,10.388888888888888,0.612,0.182,11.8503,97.51104000000001,-85.66074,0.35,0.7599999999999998,0.5899999999999999,3.9783150000000003,115.2,108.2,7.0
Jarrett Allen,CLE,77,31.7,16.5,10.5,2.7,0.7,1.1,1.6,0.634,0.0,0.742,12.274447949526815,0.664,0.191,11.71632,140.961975,-129.245655,0.24,0.7750000000000004,0.46499999999999986,5.4676160000000005,115.5,110.7,4.8
Brandin Podziemski,GSW,74,26.6,9.2,5.8,3.7,0.8,0.2,1.2,0.454,0.385,0.633,8.82518796992481,0.54,0.149,11.613560000000001,115.6435,-104.02994,0.29500000000000004,0.875,0.41999999999999993,4.517478,117.5,111.6,5.9
De'Aaron Fox,SAC,74,35.9,26.6,4.6,5.6,2.0,0.4,2.6,0.465,0.369,0.738,14.013927576601672,0.567,0.3,11.423379999999998,154.87978,-143.4564,0.215,0.8300000000000001,0.3849999999999998,5.884368999999999,116.6,112.3,4.3
Jimmy Butler III,MIA,60,34.0,20.8,5.3,5.0,1.3,0.3,1.7,0.499,0.414,0.858,12.31323529411765,0.626,0.235,11.22,118.32,-107.1,0.275,0.7999999999999998,0.47499999999999964,4.641,116.0,110.5,5.5
Danté Exum,DAL,55,19.8,7.8,2.7,2.9,0.4,0.1,0.9,0.533,0.491,0.779,8.575757575757574,0.645,0.148,11.216700000000001,65.72115000000001,-54.504450000000006,0.515,1.0350000000000001,0.47499999999999964,2.738835,120.7,110.5,10.3
Naz Reid,MIN,81,24.2,13.5,5.2,1.3,0.8,0.9,1.4,0.477,0.414,0.736,11.373966942148762,0.595,0.223,11.17314,108.88911,-97.71597,0.28500000000000003,0.5549999999999997,0.7249999999999996,4.479057000000001,111.1,105.5,5.7
Naji Marshall,NOP,66,19.0,7.1,3.6,1.9,0.7,0.2,1.0,0.463,0.387,0.791,8.565789473684209,0.576,0.158,10.909799999999999,72.3558,-61.446000000000005,0.43499999999999994,0.7700000000000005,0.6600000000000001,3.05349,115.4,106.8,8.7
Tobias Harris,PHI,70,33.8,17.2,6.5,3.1,1.0,0.7,1.3,0.487,0.353,0.878,10.792899408284025,0.576,0.203,10.883599999999996,138.41099999999997,-127.52739999999997,0.22999999999999998,0.8499999999999996,0.3799999999999999,5.276179999999999,117.0,112.4,4.6
Myles Turner,IND,77,27.0,17.1,6.9,1.3,0.5,1.9,1.4,0.524,0.358,0.773,13.244444444444444,0.626,0.234,10.6029,125.3637,-114.76079999999999,0.255,1.0299999999999994,0.22499999999999964,4.688145,120.6,115.5,5.1
De'Anthony Melton,PHI,38,26.9,11.1,3.7,3.0,1.6,0.4,1.0,0.386,0.36,0.835,9.362453531598513,0.533,0.177,10.222,62.3542,-52.1322,0.5,1.0999999999999996,0.40000000000000036,2.5555,122.0,112.0,10.0
Norman Powell,LAC,76,26.2,13.9,2.6,1.1,0.6,0.3,0.9,0.486,0.435,0.831,9.440839694656491,0.626,0.193,10.155119999999998,117.4808,-107.32568,0.255,0.9000000000000004,0.34999999999999964,4.490156,118.0,113.0,5.1
Franz Wagner,ORL,72,32.5,19.7,5.3,3.7,1.1,0.4,1.9,0.482,0.281,0.85,11.815384615384616,0.575,0.25,10.062,131.625,-121.563,0.215,0.625,0.5899999999999999,5.1831,112.5,108.2,4.3
Jonathan Isaac,ORL,58,15.8,6.8,4.5,0.5,0.7,1.2,0.5,0.51,0.375,0.72,11.107594936708859,0.61,0.16,9.988760000000003,51.77660000000001,-41.78784,0.545,0.6500000000000004,0.8950000000000005,2.332238,113.0,102.1,10.9
Julius Randle,NYK,46,35.4,24.0,9.2,5.0,0.5,0.3,3.5,0.472,0.311,0.781,13.23728813559322,0.569,0.287,9.7704,97.45974000000001,-87.68934000000002,0.3,0.9850000000000003,0.3100000000000005,3.745319999999999,119.7,113.8,6.0
LeBron James,LAL,71,35.3,25.7,7.3,8.3,1.3,0.5,3.5,0.54,0.41,0.75,14.838526912181301,0.63,0.285,9.523939999999998,147.11981,-137.59587,0.19,0.8700000000000001,0.3200000000000003,5.488797,117.4,113.6,3.8
Dean Wade,CLE,54,20.5,5.4,4.0,0.8,0.7,0.5,0.4,0.414,0.391,0.769,6.995121951219511,0.598,0.101,9.1881,61.93665000000001,-52.74855000000001,0.41500000000000004,0.5950000000000006,0.8250000000000002,2.6734050000000003,111.9,103.5,8.3
Kyle Anderson,MIN,79,22.6,6.4,3.5,4.2,0.9,0.6,1.2,0.46,0.229,0.708,8.02433628318584,0.513,0.14,9.105540000000001,98.28627,-89.18073,0.255,0.5049999999999999,0.7450000000000001,4.026077,110.1,105.1,5.1
Trey Lyles,SAC,58,20.0,7.2,4.4,1.2,0.3,0.3,0.7,0.445,0.384,0.7,8.265000000000002,0.596,0.139,8.932,68.382,-59.45,0.385,0.8950000000000005,0.4900000000000002,2.7666,117.9,110.2,7.7
Donte DiVincenzo,NYK,81,29.1,15.5,3.7,2.7,1.3,0.4,1.4,0.443,0.401,0.754,10.45360824742268,0.597,0.209,8.72127,138.95104500000002,-130.22977500000002,0.185,0.8950000000000005,0.29000000000000004,5.150263500000001,117.9,114.2,3.7
Kenrich Williams,OKC,69,14.9,4.7,3.0,1.3,0.6,0.1,0.5,0.468,0.397,0.5,7.9630872483221475,0.568,0.132,8.636040000000001,59.21856,-50.582519999999995,0.42000000000000004,0.7599999999999998,0.665,2.488002,115.2,106.7,8.4
Aaron Nesmith,IND,72,27.7,12.2,3.8,1.5,0.9,0.7,0.9,0.496,0.419,0.781,8.994584837545126,0.631,0.158,8.575919999999998,118.96596,-110.39004,0.215,0.9649999999999999,0.25,4.417596,119.3,115.0,4.3
Nicolas Batum,PHI,60,25.5,5.3,4.1,2.1,0.8,0.6,0.7,0.453,0.395,0.714,6.082352941176472,0.603,0.085,8.567999999999998,89.96399999999998,-81.39599999999999,0.27999999999999997,0.8799999999999999,0.40499999999999936,3.4883999999999995,117.6,111.9,5.6
Ivica Zubac,LAC,68,26.4,11.7,9.2,1.4,0.3,1.2,1.2,0.649,0.0,0.723,11.03409090909091,0.671,0.165,8.43744,105.10896,-96.67152,0.23500000000000001,0.8549999999999995,0.3799999999999999,4.012271999999999,117.1,112.4,4.7
Brandon Ingram,NOP,64,32.9,20.8,5.1,5.7,0.8,0.6,2.5,0.492,0.355,0.801,12.428571428571429,0.578,0.269,8.4224,122.75648,-114.33408,0.2,0.8300000000000001,0.3700000000000001,4.632320000000001,116.6,112.6,4.0
Fred VanVleet,HOU,73,36.8,17.4,3.8,8.1,1.4,0.8,1.7,0.416,0.387,0.86,10.691576086956522,0.568,0.194,8.0592,153.93072,-145.87152,0.15,0.7299999999999995,0.41999999999999993,5.775759999999999,114.6,111.6,3.0
Jaden McDaniels,MIN,72,29.2,10.5,3.1,1.4,0.9,0.6,1.2,0.489,0.337,0.722,7.1660958904109595,0.571,0.156,7.98912,120.04704,-112.05792,0.19,0.71,0.47999999999999954,4.604256,114.2,110.4,3.8
CJ McCollum,NOP,66,32.7,20.0,4.3,4.6,0.9,0.6,1.7,0.459,0.429,0.827,11.940366972477062,0.592,0.244,7.985340000000002,125.06769,-117.08234999999999,0.185,0.7949999999999999,0.3899999999999997,4.715667000000002,115.9,112.2,3.7
Svi Mykhailiuk,BOS,41,10.1,4.0,1.2,0.9,0.3,0.0,0.3,0.416,0.389,0.667,8.123762376237625,0.575,0.156,7.660849999999999,25.239395000000002,-17.578545000000002,0.925,1.0950000000000006,0.8300000000000001,1.2112424999999998,121.9,103.4,18.5
Jonas Valančiūnas,NOP,82,23.5,12.2,8.8,2.1,0.4,0.8,1.4,0.559,0.308,0.785,12.529787234042553,0.619,0.207,7.515299999999999,113.01854999999999,-105.50325,0.195,0.8650000000000002,0.33000000000000007,4.2297649999999996,117.3,113.4,3.9
Jock Landale,HOU,56,13.6,4.9,3.1,1.2,0.4,0.6,0.6,0.515,0.25,0.8,9.165441176470589,0.584,0.139,7.3113600000000005,43.75392000000001,-36.44256000000001,0.48,0.7450000000000001,0.7350000000000003,1.888768,114.9,105.3,9.6
Draymond Green,GSW,55,27.1,8.6,7.2,6.0,1.0,0.9,2.5,0.497,0.395,0.73,9.542435424354242,0.587,0.148,7.303450000000001,86.15090000000001,-78.84745000000001,0.24500000000000002,0.7799999999999994,0.46499999999999986,3.3461725000000007,115.6,110.7,4.9
Anthony Davis,LAL,76,35.5,24.7,12.6,3.5,1.2,2.3,2.1,0.556,0.271,0.816,15.790140845070423,0.621,0.261,7.0148,157.1585,-150.1437,0.13,0.8250000000000002,0.2999999999999998,5.74674,116.5,114.0,2.6
Nikola Jović,MIA,46,19.5,7.7,4.2,2.0,0.5,0.3,0.9,0.452,0.399,0.702,9.184615384615386,0.583,0.171,6.996599999999999,51.936299999999996,-44.939699999999995,0.39,0.79,0.6049999999999995,2.1438300000000003,115.8,107.9,7.8
Keegan Murray,SAC,77,33.6,15.2,5.5,1.7,1.0,0.8,0.8,0.454,0.358,0.831,9.482142857142858,0.569,0.178,6.985440000000001,150.31632000000002,-143.33088,0.135,0.8100000000000005,0.33000000000000007,5.5236719999999995,116.2,113.4,2.7
Aaron Wiggins,OKC,78,15.7,6.9,2.4,1.1,0.7,0.2,0.7,0.562,0.492,0.789,9.124203821656051,0.664,0.163,6.980219999999999,70.78187999999999,-63.801659999999984,0.28500000000000003,0.7799999999999994,0.5,2.798211,115.6,110.0,5.7
Jordan McLaughlin,MIN,56,11.2,3.5,1.3,2.0,0.6,0.1,0.3,0.483,0.472,0.722,8.316964285714286,0.638,0.119,6.899199999999999,34.84096,-27.941760000000002,0.55,0.5549999999999997,0.9950000000000001,1.5993599999999997,111.1,100.1,11.0
Alex Len,SAC,48,9.3,2.5,2.7,1.0,0.2,0.7,0.6,0.617,0.0,0.588,8.693548387096774,0.625,0.114,6.874560000000002,25.958160000000003,-19.0836,0.77,0.8149999999999995,0.96,1.2365280000000003,116.3,100.8,15.4
Oshae Brissett,BOS,55,11.5,3.7,2.9,0.8,0.3,0.1,0.4,0.444,0.273,0.602,8.204347826086956,0.53,0.136,6.831,37.0645,-30.233500000000003,0.54,0.8600000000000003,0.6799999999999997,1.60655,117.2,106.4,10.8
Neemias Queta,BOS,28,11.9,5.5,4.4,0.7,0.5,0.8,0.5,0.644,0.0,0.714,12.441176470588236,0.662,0.16,6.79728,21.441419999999997,-14.644139999999997,1.02,1.4349999999999996,0.585,1.006264,128.7,108.3,20.4
Joe Ingles,ORL,68,17.2,4.4,2.1,3.0,0.6,0.1,1.0,0.436,0.435,0.824,6.688953488372094,0.612,0.111,6.7836799999999995,67.89528,-61.1116,0.29,0.8049999999999997,0.4850000000000003,2.678384,116.1,110.3,5.8
Paul Reed,PHI,82,19.4,7.3,6.0,1.3,0.8,1.0,0.8,0.54,0.368,0.718,10.36855670103093,0.58,0.156,6.681360000000001,92.50501999999999,-85.82365999999999,0.21000000000000002,0.8149999999999995,0.40000000000000036,3.515668,116.3,112.0,4.2
Eric Gordon,PHX,68,27.8,11.0,1.8,2.0,1.0,0.4,1.1,0.443,0.378,0.797,7.532374100719424,0.58,0.162,6.6164,109.26512,-102.64872,0.175,0.7799999999999994,0.3899999999999997,4.11162,115.6,112.2,3.5
Cason Wallace,OKC,82,20.6,6.8,2.3,1.5,0.9,0.5,0.5,0.491,0.419,0.784,7.54368932038835,0.612,0.127,6.58788,96.19994,-89.61206,0.195,0.6950000000000003,0.5,3.707794,113.9,110.0,3.9
Stephen Curry,GSW,74,32.7,26.4,4.5,5.1,0.7,0.4,2.8,0.45,0.408,0.923,14.412844036697246,0.616,0.302,6.533460000000002,141.92127,-135.38781,0.135,0.8650000000000002,0.2649999999999997,5.1662729999999994,117.3,114.7,2.7
Dereck Lively II,DAL,55,23.5,8.8,6.9,1.1,0.7,1.4,0.9,0.747,0.0,0.506,9.957446808510637,0.728,0.124,6.4625,77.93775,-71.47524999999999,0.25,1.0299999999999994,0.22000000000000064,2.908125,120.6,115.6,5.0
D'Angelo Russell,LAL,76,32.7,18.0,3.1,6.3,0.9,0.5,2.1,0.456,0.415,0.828,10.954128440366972,0.588,0.222,6.46152,144.7629,-138.30138,0.13,0.8250000000000002,0.3049999999999997,5.293476,116.5,113.9,2.6
Zion Williamson,NOP,70,31.5,22.9,5.8,5.0,1.1,0.7,2.8,0.57,0.333,0.702,14.028571428571428,0.61,0.285,6.3945,126.23625,-119.84175,0.145,0.7249999999999996,0.41999999999999993,4.729724999999999,114.5,111.6,2.9
Royce O'Neale,PHX,79,24.7,7.7,4.8,2.8,0.7,0.6,0.9,0.397,0.37,0.686,8.1497975708502,0.548,0.134,6.244160000000001,110.83383999999998,-104.58967999999999,0.16,0.6799999999999997,0.47999999999999954,4.214808,113.6,110.4,3.2
Obi Toppin,IND,82,21.1,10.3,3.9,1.6,0.6,0.5,0.8,0.573,0.403,0.77,10.272511848341232,0.677,0.16,6.22872,103.98502,-97.75630000000001,0.18,1.0099999999999998,0.16999999999999993,3.7718360000000004,120.2,116.6,3.6
Jaylin Williams,OKC,69,13.0,4.0,3.4,1.6,0.4,0.4,0.5,0.417,0.368,0.805,9.000000000000002,0.561,0.133,6.0996,51.44295,-45.34335,0.33999999999999997,0.7350000000000003,0.6049999999999995,2.09898,114.7,107.9,6.8
Kevin Love,MIA,55,16.8,8.8,6.1,2.1,0.3,0.2,0.9,0.44,0.344,0.787,12.625,0.597,0.21,6.006,52.9914,-46.9854,0.325,0.7350000000000003,0.5899999999999999,2.1483000000000003,114.7,108.2,6.5
Jaime Jaquez Jr.,MIA,75,28.2,11.9,3.8,2.6,1.0,0.3,1.5,0.489,0.322,0.811,8.606382978723405,0.574,0.181,5.921999999999999,119.60324999999999,-113.68124999999999,0.13999999999999999,0.6549999999999994,0.47999999999999954,4.5261000000000005,113.1,110.4,2.8
Robert Covington,PHI,29,16.8,4.4,3.3,0.8,1.3,0.6,0.4,0.439,0.339,0.846,7.8303571428571415,0.58,0.104,5.8951199999999995,28.16016,-22.265040000000003,0.605,0.7799999999999994,0.8200000000000003,1.2691560000000002,115.6,103.6,12.1
